season,date_code,weekending,region,Total_ILI,Total_Patients_Seen,Percent_ILI,Number_Providers_Reporting
2015-2016,201542,10/24/2015,California,730,60600,1.20,153
2015-2016,201542,10/24/2015,Central,174,8246,2.11,23
2015-2016,201542,10/24/2015,Lower Southern,130,19761,0.66,49
2015-2016,201542,10/24/2015,Northern,19,7419,0.26,16
2015-2016,201542,10/24/2015,Upper Southern,31,5927,0.52,36
2015-2016,201543,10/31/2015,Bay Area,431,18481,2.33,29
2015-2016,201543,10/31/2015,California,810,59857,1.35,164
2015-2016,201543,10/31/2015,Central,173,8252,2.10,22
2015-2016,201543,10/31/2015,Lower Southern,132,21254,0.62,59
2015-2016,201543,10/31/2015,Northern,17,6645,0.26,16
2015-2016,201543,10/31/2015,Upper Southern,57,5225,1.09,38
2015-2016,201544,11/07/2015,Bay Area,511,19177,2.66,32
2015-2016,201544,11/07/2015,California,915,61679,1.48,171
2015-2016,201544,11/07/2015,Central,192,8875,2.16,26
2015-2016,201544,11/07/2015,Lower Southern,126,21037,0.60,59
2015-2016,201544,11/07/2015,Northern,31,7426,0.42,18
2015-2016,201544,11/07/2015,Upper Southern,55,5164,1.07,36
2015-2016,201545,11/14/2015,Bay Area,498,18516,2.69,31
2015-2016,201545,11/14/2015,California,882,58231,1.51,169
2015-2016,201545,11/14/2015,Central,189,8469,2.23,26
2015-2016,201545,11/14/2015,Lower Southern,129,19177,0.67,57
2015-2016,201545,11/14/2015,Northern,25,6999,0.36,18
2015-2016,201545,11/14/2015,Upper Southern,41,5070,0.81,37
2015-2016,201546,11/21/2015,Bay Area,571,19856,2.88,31
2015-2016,201546,11/21/2015,California,1079,61984,1.74,170
2015-2016,201546,11/21/2015,Central,287,8754,3.28,24
2015-2016,201546,11/21/2015,Lower Southern,144,20161,0.71,63
2015-2016,201546,11/21/2015,Northern,33,7427,0.44,18
2015-2016,201546,11/21/2015,Upper Southern,44,5786,0.76,34
2015-2016,201547,11/28/2015,Bay Area,429,14777,2.90,31
2015-2016,201547,11/28/2015,California,789,43128,1.83,166
2015-2016,201547,11/28/2015,Central,180,6254,2.88,23
2015-2016,201547,11/28/2015,Lower Southern,132,15106,0.87,60
2015-2016,201547,11/28/2015,Northern,23,3961,0.58,18
2015-2016,201547,11/28/2015,Upper Southern,25,3030,0.83,34
2015-2016,201548,12/05/2015,Bay Area,547,19516,2.80,27
2015-2016,201548,12/05/2015,California,1039,61315,1.69,165
2015-2016,201548,12/05/2015,Central,261,9142,2.85,24
2015-2016,201548,12/05/2015,Lower Southern,170,19316,0.88,62
2015-2016,201548,12/05/2015,Northern,36,7933,0.45,19
2015-2016,201548,12/05/2015,Upper Southern,25,5408,0.46,33
2015-2016,201549,12/12/2015,Bay Area,540,19203,2.81,30
2015-2016,201549,12/12/2015,California,1040,59770,1.74,164
2015-2016,201549,12/12/2015,Central,261,8500,3.07,23
2015-2016,201549,12/12/2015,Lower Southern,165,19133,0.86,61
2015-2016,201549,12/12/2015,Northern,28,7463,0.38,18
2015-2016,201549,12/12/2015,Upper Southern,46,5471,0.84,32
2015-2016,201550,12/19/2015,Bay Area,478,17737,2.69,27
2015-2016,201550,12/19/2015,California,942,54030,1.74,162
2015-2016,201550,12/19/2015,Central,249,8011,3.11,23
2015-2016,201550,12/19/2015,Lower Southern,136,17202,0.79,63
2015-2016,201550,12/19/2015,Northern,34,6014,0.57,16
2015-2016,201550,12/19/2015,Upper Southern,45,5066,0.89,33
2015-2016,201551,12/26/2015,Bay Area,446,13311,3.35,27
2015-2016,201551,12/26/2015,California,855,39244,2.18,158
2015-2016,201551,12/26/2015,Central,206,5831,3.53,25
2015-2016,201551,12/26/2015,Lower Southern,137,13935,0.98,56
2015-2016,201551,12/26/2015,Northern,25,3545,0.71,17
2015-2016,201551,12/26/2015,Upper Southern,41,2622,1.56,33
2015-2016,201552,01/02/2016,Bay Area,481,11839,4.06,29
2015-2016,201552,01/02/2016,California,950,38165,2.49,152
2015-2016,201552,01/02/2016,Central,205,6242,3.28,23
2015-2016,201552,01/02/2016,Lower Southern,187,13928,1.34,50
2015-2016,201552,01/02/2016,Northern,19,3928,0.48,16
2015-2016,201552,01/02/2016,Upper Southern,58,2228,2.60,34
2015-2016,201601,01/09/2016,Bay Area,601,19211,3.13,30
2015-2016,201601,01/09/2016,California,1241,59987,2.07,166
2015-2016,201601,01/09/2016,Central,294,9851,2.98,28
2015-2016,201601,01/09/2016,Lower Southern,261,20040,1.30,58
2015-2016,201601,01/09/2016,Northern,35,6732,0.52,16
2015-2016,201601,01/09/2016,Upper Southern,50,4153,1.20,34
2015-2016,201602,01/16/2016,Bay Area,571,18910,3.02,26
2015-2016,201602,01/16/2016,California,1213,58165,2.09,156
2015-2016,201602,01/16/2016,Central,241,9918,2.43,28
2015-2016,201602,01/16/2016,Lower Southern,313,18997,1.65,53
2015-2016,201602,01/16/2016,Northern,34,6040,0.56,15
2015-2016,201602,01/16/2016,Upper Southern,54,4300,1.26,34
2015-2016,201603,01/23/2016,Bay Area,575,18046,3.19,27
2015-2016,201603,01/23/2016,California,1293,57203,2.26,151
2015-2016,201603,01/23/2016,Central,282,8992,3.14,28
2015-2016,201603,01/23/2016,Lower Southern,321,18318,1.75,48
2015-2016,201603,01/23/2016,Northern,48,7087,0.68,16
2015-2016,201603,01/23/2016,Upper Southern,67,4760,1.41,32
2015-2016,201604,01/30/2016,Bay Area,674,19365,3.48,31
2015-2016,201604,01/30/2016,California,1543,63895,2.41,161
2015-2016,201604,01/30/2016,Central,349,10697,3.26,29
2015-2016,201604,01/30/2016,Lower Southern,390,20413,1.91,49
2015-2016,201604,01/30/2016,Northern,49,7701,0.64,17
2015-2016,201604,01/30/2016,Upper Southern,81,5719,1.42,35
2015-2016,201605,02/06/2016,Bay Area,746,20313,3.67,30
2015-2016,201605,02/06/2016,California,1784,65066,2.74,165
2015-2016,201605,02/06/2016,Central,360,9975,3.61,27
2015-2016,201605,02/06/2016,Lower Southern,505,20812,2.43,56
2015-2016,201605,02/06/2016,Northern,60,7875,0.76,18
2015-2016,201605,02/06/2016,Upper Southern,113,6091,1.86,34
2015-2016,201606,02/13/2016,Bay Area,861,20578,4.18,29
2015-2016,201606,02/13/2016,California,2182,65889,3.31,159
2015-2016,201606,02/13/2016,Central,427,9950,4.29,26
2015-2016,201606,02/13/2016,Lower Southern,635,21327,2.98,52
2015-2016,201606,02/13/2016,Northern,94,8238,1.14,18
2015-2016,201606,02/13/2016,Upper Southern,165,5796,2.85,34
2015-2016,201607,02/20/2016,Bay Area,791,19300,4.10,28
2015-2016,201607,02/20/2016,California,2226,61168,3.64,152
2015-2016,201607,02/20/2016,Central,418,9775,4.28,28
2015-2016,201607,02/20/2016,Lower Southern,706,19945,3.54,46
2015-2016,201607,02/20/2016,Northern,89,6732,1.32,16
2015-2016,201607,02/20/2016,Upper Southern,222,5416,4.10,34
2015-2016,201608,02/27/2016,Bay Area,783,21070,3.72,30
2015-2016,201608,02/27/2016,California,2197,67186,3.27,160
2015-2016,201608,02/27/2016,Central,433,10652,4.06,26
2015-2016,201608,02/27/2016,Lower Southern,720,21622,3.33,53
2015-2016,201608,02/27/2016,Northern,83,8176,1.02,16
2015-2016,201608,02/27/2016,Upper Southern,178,5666,3.14,35
2015-2016,201609,03/05/2016,Bay Area,825,20708,3.98,29
2015-2016,201609,03/05/2016,California,2108,66660,3.16,161
2015-2016,201609,03/05/2016,Central,435,10527,4.13,28
2015-2016,201609,03/05/2016,Lower Southern,643,21611,2.98,54
2015-2016,201609,03/05/2016,Northern,65,7754,0.84,15
2015-2016,201609,03/05/2016,Upper Southern,140,6060,2.31,35
2015-2016,201610,03/12/2016,Bay Area,713,20117,3.54,28
2015-2016,201610,03/12/2016,California,1870,60858,3.07,142
2015-2016,201610,03/12/2016,Central,423,9541,4.43,26
2015-2016,201610,03/12/2016,Lower Southern,523,17838,2.93,38
2015-2016,201610,03/12/2016,Northern,46,7739,0.59,15
2015-2016,201610,03/12/2016,Upper Southern,165,5623,2.93,35
2015-2016,201611,03/19/2016,Bay Area,635,18273,3.48,26
2015-2016,201611,03/19/2016,California,1493,57539,2.59,138
2015-2016,201611,03/19/2016,Central,331,9534,3.47,26
2015-2016,201611,03/19/2016,Lower Southern,355,18095,1.96,37
2015-2016,201611,03/19/2016,Northern,44,6004,0.73,15
2015-2016,201611,03/19/2016,Upper Southern,128,5633,2.27,34
2015-2016,201612,03/26/2016,Bay Area,631,18722,3.37,29
2015-2016,201612,03/26/2016,California,1351,56497,2.39,152
2015-2016,201612,03/26/2016,Central,345,9351,3.69,27
2015-2016,201612,03/26/2016,Lower Southern,238,17294,1.38,46
2015-2016,201612,03/26/2016,Northern,48,5948,0.81,15
2015-2016,201612,03/26/2016,Upper Southern,89,5182,1.72,35
2015-2016,201613,04/02/2016,Bay Area,670,19487,3.44,29
2015-2016,201613,04/02/2016,California,1212,53586,2.26,144
2015-2016,201613,04/02/2016,Central,229,8983,2.55,26
2015-2016,201613,04/02/2016,Lower Southern,219,15000,1.46,42
2015-2016,201613,04/02/2016,Northern,25,5395,0.46,12
2015-2016,201613,04/02/2016,Upper Southern,69,4721,1.46,35
2015-2016,201614,04/09/2016,Bay Area,586,19285,3.04,29
2015-2016,201614,04/09/2016,California,1068,60797,1.76,152
2015-2016,201614,04/09/2016,Central,206,9940,2.07,27
2015-2016,201614,04/09/2016,Lower Southern,202,19683,1.03,46
2015-2016,201614,04/09/2016,Northern,29,6704,0.43,15
2015-2016,201614,04/09/2016,Upper Southern,45,5185,0.87,35
2015-2016,201615,04/16/2016,Bay Area,532,19584,2.72,29
2015-2016,201615,04/16/2016,California,965,60501,1.60,146
2015-2016,201615,04/16/2016,Central,176,8484,2.07,22
2015-2016,201615,04/16/2016,Lower Southern,153,19821,0.77,48
2015-2016,201615,04/16/2016,Northern,42,7007,0.60,15
2015-2016,201615,04/16/2016,Upper Southern,62,5605,1.11,32
2015-2016,201616,04/23/2016,Bay Area,474,20067,2.36,27
2015-2016,201616,04/23/2016,California,838,60150,1.39,141
2015-2016,201616,04/23/2016,Central,157,9169,1.71,22
2015-2016,201616,04/23/2016,Lower Southern,162,19463,0.83,49
2015-2016,201616,04/23/2016,Northern,16,7167,0.22,14
2015-2016,201616,04/23/2016,Upper Southern,29,4284,0.68,29
2015-2016,201617,04/30/2016,Bay Area,447,19248,2.32,26
2015-2016,201617,04/30/2016,California,813,56640,1.44,136
2015-2016,201617,04/30/2016,Central,144,7856,1.83,21
2015-2016,201617,04/30/2016,Lower Southern,152,18758,0.81,48
2015-2016,201617,04/30/2016,Northern,18,6040,0.30,11
2015-2016,201617,04/30/2016,Upper Southern,52,4738,1.10,30
2015-2016,201618,05/07/2016,Bay Area,474,19182,2.47,25
2015-2016,201618,05/07/2016,California,800,54558,1.47,127
2015-2016,201618,05/07/2016,Central,137,7003,1.96,18
2015-2016,201618,05/07/2016,Lower Southern,127,17934,0.71,42
2015-2016,201618,05/07/2016,Northern,22,6142,0.36,13
2015-2016,201618,05/07/2016,Upper Southern,40,4297,0.93,29
2015-2016,201619,05/14/2016,Bay Area,385,18161,2.12,24
2015-2016,201619,05/14/2016,California,685,54056,1.27,121
2015-2016,201619,05/14/2016,Central,130,7927,1.64,18
2015-2016,201619,05/14/2016,Lower Southern,128,17863,0.72,42
2015-2016,201619,05/14/2016,Northern,17,6519,0.26,13
2015-2016,201619,05/14/2016,Upper Southern,25,3586,0.70,24
2015-2016,201620,05/21/2016,Bay Area,384,18204,2.11,25
2015-2016,201620,05/21/2016,California,518,44154,1.17,103
2015-2016,201620,05/21/2016,Central,16,638,2.51,5
2015-2016,201620,05/21/2016,Lower Southern,89,16650,0.53,40
2015-2016,201620,05/21/2016,Northern,17,5614,0.30,11
2015-2016,201620,05/21/2016,Upper Southern,12,3048,0.39,22
2015-2016,201621,05/28/2016,Bay Area,358,18757,1.91,24
2015-2016,201621,05/28/2016,California,500,44315,1.13,100
2015-2016,201621,05/28/2016,Central,10,1295,0.77,7
2015-2016,201621,05/28/2016,Lower Southern,92,16427,0.56,39
2015-2016,201621,05/28/2016,Northern,28,5596,0.50,12
2015-2016,201621,05/28/2016,Upper Southern,12,2240,0.54,18
2015-2016,201622,06/04/2016,Bay Area,307,16883,1.82,25
2015-2016,201622,06/04/2016,California,415,39981,1.04,104
2015-2016,201622,06/04/2016,Central,13,1021,1.27,7
2015-2016,201622,06/04/2016,Lower Southern,78,15441,0.51,39
2015-2016,201622,06/04/2016,Northern,11,4597,0.24,13
2015-2016,201622,06/04/2016,Upper Southern,6,2039,0.29,20
2015-2016,201623,06/11/2016,Bay Area,294,17567,1.67,23
2015-2016,201623,06/11/2016,California,426,41443,1.03,98
2015-2016,201623,06/11/2016,Central,16,1264,1.27,7
2015-2016,201623,06/11/2016,Lower Southern,94,15026,0.63,37
2015-2016,201623,06/11/2016,Northern,15,5390,0.28,13
2015-2016,201623,06/11/2016,Upper Southern,7,2196,0.32,18
2015-2016,201624,06/18/2016,Bay Area,265,16407,1.62,24
2015-2016,201624,06/18/2016,California,373,39456,0.95,103
2015-2016,201624,06/18/2016,Central,12,1285,0.93,8
2015-2016,201624,06/18/2016,Lower Southern,74,15157,0.49,38
2015-2016,201624,06/18/2016,Northern,10,4821,0.21,13
2015-2016,201624,06/18/2016,Upper Southern,12,1786,0.67,20
2015-2016,201625,06/25/2016,Bay Area,246,16828,1.46,24
2015-2016,201625,06/25/2016,California,355,40615,0.87,99
2015-2016,201625,06/25/2016,Central,14,1246,1.12,7
2015-2016,201625,06/25/2016,Lower Southern,64,15365,0.42,38
2015-2016,201625,06/25/2016,Northern,19,4998,0.38,14
2015-2016,201625,06/25/2016,Upper Southern,12,2178,0.55,16
2015-2016,201626,07/02/2016,Bay Area,264,16618,1.59,24
2015-2016,201626,07/02/2016,California,352,40136,0.88,97
2015-2016,201626,07/02/2016,Central,15,910,1.65,6
2015-2016,201626,07/02/2016,Lower Southern,47,16250,0.29,39
2015-2016,201626,07/02/2016,Northern,13,4451,0.29,11
2015-2016,201626,07/02/2016,Upper Southern,13,1907,0.68,17
2015-2016,201627,07/09/2016,Bay Area,207,15105,1.37,24
2015-2016,201627,07/09/2016,California,287,36020,0.80,98
2015-2016,201627,07/09/2016,Central,26,967,2.69,6
2015-2016,201627,07/09/2016,Lower Southern,44,14317,0.31,38
2015-2016,201627,07/09/2016,Northern,7,4044,0.17,14
2015-2016,201627,07/09/2016,Upper Southern,3,1587,0.19,16
2015-2016,201628,07/16/2016,Bay Area,228,16742,1.36,24
2015-2016,201628,07/16/2016,California,306,40158,0.76,100
2015-2016,201628,07/16/2016,Central,11,743,1.48,6
2015-2016,201628,07/16/2016,Lower Southern,53,15397,0.34,38
2015-2016,201628,07/16/2016,Northern,7,5135,0.14,14
2015-2016,201628,07/16/2016,Upper Southern,7,2141,0.33,18
2015-2016,201629,07/23/2016,Bay Area,200,16697,1.20,24
2015-2016,201629,07/23/2016,California,277,39438,0.70,98
2015-2016,201629,07/23/2016,Central,7,863,0.81,6
2015-2016,201629,07/23/2016,Lower Southern,55,16062,0.34,37
2015-2016,201629,07/23/2016,Northern,6,4650,0.13,14
2015-2016,201629,07/23/2016,Upper Southern,9,1166,0.77,17
2015-2016,201630,07/30/2016,Bay Area,195,16391,1.19,25
2015-2016,201630,07/30/2016,California,271,40081,0.68,97
2015-2016,201630,07/30/2016,Central,9,689,1.31,5
2015-2016,201630,07/30/2016,Lower Southern,50,15801,0.32,37
2015-2016,201630,07/30/2016,Northern,7,4778,0.15,13
2015-2016,201630,07/30/2016,Upper Southern,10,2422,0.41,17
2015-2016,201631,08/06/2016,Bay Area,175,16692,1.05,23
2015-2016,201631,08/06/2016,California,261,38469,0.68,84
2015-2016,201631,08/06/2016,Central,9,911,0.99,5
2015-2016,201631,08/06/2016,Lower Southern,55,13984,0.39,29
2015-2016,201631,08/06/2016,Northern,13,4737,0.27,12
2015-2016,201631,08/06/2016,Upper Southern,9,2145,0.42,15
2015-2016,201632,08/13/2016,Bay Area,180,16875,1.07,24
2015-2016,201632,08/13/2016,California,266,41518,0.64,85
2015-2016,201632,08/13/2016,Central,10,1018,0.98,6
2015-2016,201632,08/13/2016,Lower Southern,61,16396,0.37,29
2015-2016,201632,08/13/2016,Northern,8,5046,0.16,12
2015-2016,201632,08/13/2016,Upper Southern,7,2183,0.32,14
2015-2016,201633,08/20/2016,Bay Area,213,16973,1.25,24
2015-2016,201633,08/20/2016,California,313,39923,0.78,87
2015-2016,201633,08/20/2016,Central,16,1215,1.32,5
2015-2016,201633,08/20/2016,Lower Southern,67,14044,0.48,31
2015-2016,201633,08/20/2016,Northern,9,5187,0.17,11
2015-2016,201633,08/20/2016,Upper Southern,8,2504,0.32,16
2015-2016,201634,08/27/2016,Bay Area,220,17435,1.26,23
2015-2016,201634,08/27/2016,California,320,41920,0.76,84
2015-2016,201634,08/27/2016,Central,11,1435,0.77,5
2015-2016,201634,08/27/2016,Lower Southern,66,14505,0.46,31
2015-2016,201634,08/27/2016,Northern,11,5453,0.20,11
2015-2016,201634,08/27/2016,Upper Southern,12,3092,0.39,14
2015-2016,201635,09/03/2016,Bay Area,287,17902,1.60,23
2015-2016,201635,09/03/2016,California,408,43388,0.94,83
2015-2016,201635,09/03/2016,Central,23,1497,1.54,5
2015-2016,201635,09/03/2016,Lower Southern,70,15076,0.46,30
2015-2016,201635,09/03/2016,Northern,12,5715,0.21,11
2015-2016,201635,09/03/2016,Upper Southern,16,3198,0.50,14
2015-2016,201636,09/10/2016,Bay Area,246,17004,1.45,24
2015-2016,201636,09/10/2016,California,393,39280,1.00,82
2015-2016,201636,09/10/2016,Central,15,669,2.24,4
2015-2016,201636,09/10/2016,Lower Southern,94,14416,0.65,31
2015-2016,201636,09/10/2016,Northern,19,4482,0.42,9
2015-2016,201636,09/10/2016,Upper Southern,19,2709,0.70,14
2015-2016,201637,09/17/2016,Bay Area,374,18163,2.06,21
2015-2016,201637,09/17/2016,California,505,41069,1.23,67
2015-2016,201637,09/17/2016,Central,21,1178,1.78,4
2015-2016,201637,09/17/2016,Lower Southern,71,12914,0.55,20
2015-2016,201637,09/17/2016,Northern,27,5948,0.45,11
2015-2016,201637,09/17/2016,Upper Southern,12,2866,0.42,11
2015-2016,201638,09/24/2016,Bay Area,373,16749,2.23,22
2015-2016,201638,09/24/2016,California,522,40465,1.29,67
2015-2016,201638,09/24/2016,Central,25,739,3.38,4
2015-2016,201638,09/24/2016,Lower Southern,87,14039,0.62,20
2015-2016,201638,09/24/2016,Northern,28,6054,0.46,10
2015-2016,201638,09/24/2016,Upper Southern,9,2884,0.31,11
2015-2016,201639,10/01/2016,Bay Area,146,11296,1.29,21
2015-2016,201639,10/01/2016,California,259,31535,0.82,62
2015-2016,201639,10/01/2016,Central,17,752,2.26,3
2015-2016,201639,10/01/2016,Lower Southern,79,12988,0.61,19
2015-2016,201639,10/01/2016,Northern,9,4586,0.20,9
2015-2016,201639,10/01/2016,Upper Southern,8,1913,0.42,10
2016-2017,201640,10/08/2016,Bay Area,368,18137,2.03,28
2016-2017,201640,10/08/2016,California,698,53381,1.31,130
2016-2017,201640,10/08/2016,Central,86,5014,1.72,13
2016-2017,201640,10/08/2016,Lower Southern,191,19552,0.98,48
2016-2017,201640,10/08/2016,Northern,39,6464,0.60,12
2016-2017,201640,10/08/2016,Upper Southern,14,4214,0.33,29
2016-2017,201641,10/15/2016,Bay Area,409,19034,2.15,29
2016-2017,201641,10/15/2016,California,760,54562,1.39,134
2016-2017,201641,10/15/2016,Central,85,4989,1.70,13
2016-2017,201641,10/15/2016,Lower Southern,216,18941,1.14,51
2016-2017,201641,10/15/2016,Northern,15,7150,0.21,12
2016-2017,201641,10/15/2016,Upper Southern,35,4448,0.79,29
2016-2017,201642,10/22/2016,Bay Area,417,18353,2.27,29
2016-2017,201642,10/22/2016,California,812,53551,1.52,131
2016-2017,201642,10/22/2016,Central,111,5333,2.08,13
2016-2017,201642,10/22/2016,Lower Southern,215,19394,1.11,49
2016-2017,201642,10/22/2016,Northern,15,5664,0.26,10
2016-2017,201642,10/22/2016,Upper Southern,54,4807,1.12,30
2016-2017,201643,10/29/2016,Bay Area,465,18872,2.46,27
2016-2017,201643,10/29/2016,California,833,54665,1.52,130
2016-2017,201643,10/29/2016,Central,106,5148,2.06,12
2016-2017,201643,10/29/2016,Lower Southern,201,19708,1.02,49
2016-2017,201643,10/29/2016,Northern,16,6193,0.26,11
2016-2017,201643,10/29/2016,Upper Southern,45,4744,0.95,31
2016-2017,201644,11/05/2016,Bay Area,457,19061,2.40,27
2016-2017,201644,11/05/2016,California,849,53864,1.58,132
2016-2017,201644,11/05/2016,Central,117,4777,2.45,12
2016-2017,201644,11/05/2016,Lower Southern,226,19118,1.18,49
2016-2017,201644,11/05/2016,Northern,17,6380,0.27,12
2016-2017,201644,11/05/2016,Upper Southern,32,4528,0.71,32
2016-2017,201645,11/12/2016,Bay Area,537,19746,2.72,30
2016-2017,201645,11/12/2016,California,942,53923,1.75,136
2016-2017,201645,11/12/2016,Central,118,5645,2.09,14
2016-2017,201645,11/12/2016,Lower Southern,225,18499,1.22,49
2016-2017,201645,11/12/2016,Northern,21,6213,0.34,12
2016-2017,201645,11/12/2016,Upper Southern,41,3820,1.07,31
2016-2017,201646,11/19/2016,Bay Area,494,19436,2.54,28
2016-2017,201646,11/19/2016,California,993,55887,1.78,133
2016-2017,201646,11/19/2016,Central,159,5427,2.93,13
2016-2017,201646,11/19/2016,Lower Southern,245,19351,1.27,50
2016-2017,201646,11/19/2016,Northern,28,6768,0.41,12
2016-2017,201646,11/19/2016,Upper Southern,67,4905,1.37,30
2016-2017,201647,11/26/2016,Bay Area,522,15221,3.43,30
2016-2017,201647,11/26/2016,California,865,40334,2.14,133
2016-2017,201647,11/26/2016,Central,95,4262,2.23,13
2016-2017,201647,11/26/2016,Lower Southern,180,14433,1.25,48
2016-2017,201647,11/26/2016,Northern,18,3456,0.52,10
2016-2017,201647,11/26/2016,Upper Southern,50,2962,1.69,32
2016-2017,201648,12/03/2016,Bay Area,607,19870,3.05,28
2016-2017,201648,12/03/2016,California,1091,54340,2.01,132
2016-2017,201648,12/03/2016,Central,148,5531,2.68,15
